ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Iso
107643,Jrgen Schult,M,28,193,110,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Track and Field,Track and Field Men's Discus Throw,Gold,dd
107729,Jochen Schmann,M,22,188,94,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed One Person Dinghy,Gold,dd
107729,Jochen Schmann,M,34,188,94,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Three Person Keelboat,Gold,dd
107732,Margit Schumann (-Esmarch),F,23,167,68,East Germany,GDR,1976 Winter,1976,Winter,Innsbruck,Luge,Luge Women's Singles,Gold,dd
110281,Siegrun Siegl (Thon-),F,21,174,60,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Track and Field,Track and Field Women's Pentathlon,Gold,dd
113924,Georg Spohr,M,25,146,45,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Pairs,Gold,dd
113924,Georg Spohr,M,29,146,45,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Pairs,Gold,dd
114573,Renate Stecher (Meiner-),F,22,170,71,East Germany,GDR,1972 Summer,1972,Summer,Munich,Track and Field,Track and Field Women's 100 metres,Gold,dd
114573,Renate Stecher (Meiner-),F,22,170,71,East Germany,GDR,1972 Summer,1972,Summer,Munich,Track and Field,Track and Field Women's 200 metres,Gold,dd
114786,Ute Steindorf,F,22,176,72,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxless Pairs,Gold,dd
118765,Ulrike Tauber (-Lebek),F,18,173,61,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 400 metres Individual Medley,Gold,dd
119967,Lothar Thoms,M,24,179,77,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Cycling,"Cycling Men's 1,000 metres Time Trial",Gold,dd
120145,"Petra Thmer (-Deckert, -Katzur)",F,15,174,62,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 400 metres Freestyle,Gold,dd
120145,"Petra Thmer (-Deckert, -Katzur)",F,15,174,62,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 800 metres Freestyle,Gold,dd
120385,Ulf-Bla Timmermann,M,25,194,118,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Track and Field,Track and Field Men's Shot Put,Gold,dd
123254,Frank Ullrich,M,22,185,77,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold,dd
123270,Friedrich-Wilhelm Ulrich,M,22,194,103,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Pairs,Gold,dd
123270,Friedrich-Wilhelm Ulrich,M,26,194,103,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Pairs,Gold,dd
126201,Rudolf Vesper,M,29,178,78,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold,dd
127101,Angela Voigt (Schmalfeld-),F,25,171,63,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Track and Field,Track and Field Women's Long Jump,Gold,dd
128311,Steffi Walter-Martin,F,21,180,74,East Germany,GDR,1984 Winter,1984,Winter,Sarajevo,Luge,Luge Women's Singles,Gold,dd
128311,Steffi Walter-Martin,F,25,180,74,East Germany,GDR,1988 Winter,1988,Winter,Calgary,Luge,Luge Women's Singles,Gold,dd
129260,Axel Henry Wegner,M,25,179,90,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Shooting,Shooting Mixed Skeet,Gold,dd
129268,Ulrich Wehling,M,19,183,79,East Germany,GDR,1972 Winter,1972,Winter,Sapporo,Nordic Combined,Nordic Combined Men's Individual,Gold,dd
129268,Ulrich Wehling,M,23,183,79,East Germany,GDR,1976 Winter,1976,Winter,Innsbruck,Nordic Combined,Nordic Combined Men's Individual,Gold,dd
129268,Ulrich Wehling,M,27,183,79,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Nordic Combined,Nordic Combined Men's Individual,Gold,dd
129442,Jens Weiflog,M,19,170,54,East Germany,GDR,1984 Winter,1984,Winter,Sarajevo,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold,dd
129759,Gerd Wessig,M,21,200,82,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Track and Field,Track and Field Men's High Jump,Gold,dd
131152,"Rosemarie ""Rosie"" Witschas-Ackermann",F,24,179,72,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Track and Field,Track and Field Women's High Jump,Gold,dd
131154,Katarina Witt,F,18,165,55,East Germany,GDR,1984 Winter,1984,Winter,Sarajevo,Figure Skating,Figure Skating Women's Singles,Gold,dd
131154,Katarina Witt,F,22,165,55,East Germany,GDR,1988 Winter,1988,Winter,Calgary,Figure Skating,Figure Skating Women's Singles,Gold,dd
131205,Sigrun Wodars-Grau (Ludwigs-),F,22,166,54,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Track and Field,Track and Field Women's 800 metres,Gold,dd
131239,Jrg Woithe,M,17,194,80,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Freestyle,Gold,dd
131360,Manfred Wolke,M,25,176,67,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Welterweight,Gold,dd
134243,Monika Zehrt (-Landgraf),F,19,168,56,East Germany,GDR,1972 Summer,1972,Summer,Munich,Track and Field,Track and Field Women's 400 metres,Gold,dd
135109,Carola Zirzow (-Drechsler),F,21,178,78,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold,dd
135414,Andreas Zlow,M,22,175,61,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Lightweight,Gold,dd
15676,Roland Brckner,M,24,172,65,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Men's Floor Exercise,Gold,dd
3398,Rolf-Dieter Amend,M,23,173,74,East Germany-1,GDR,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,dd
13286,Klaus-Michael Bonsack,M,26,183,84,East Germany-1,GDR,1968 Winter,1968,Winter,Grenoble,Luge,Luge Mixed (Men)'s Doubles,Gold,dd
14858,Reinhard Bredow,M,24,166,64,East Germany-1,GDR,1972 Winter,1972,Winter,Sapporo,Luge,Luge Mixed (Men)'s Doubles,Gold,dd
44785,Norbert Hahn,M,22,180,73,East Germany-1,GDR,1976 Winter,1976,Winter,Innsbruck,Luge,Luge Mixed (Men)'s Doubles,Gold,dd
44785,Norbert Hahn,M,26,180,73,East Germany-1,GDR,1980 Winter,1980,Winter,Lake Placid,Luge,Luge Mixed (Men)'s Doubles,Gold,dd
49145,Jrg Hoffmann,M,24,192,98,East Germany-1,GDR,1988 Winter,1988,Winter,Calgary,Luge,Luge Mixed (Men)'s Doubles,Gold,dd
49199,Walter Hofmann,M,22,169,68,East Germany-1,GDR,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold,dd
49996,Horst Hrnlein,M,26,184,82,East Germany-1,GDR,1972 Winter,1972,Winter,Sapporo,Luge,Luge Mixed (Men)'s Doubles,Gold,dd
61986,Thomas Khler,M,27,171,70,East Germany-1,GDR,1968 Winter,1968,Winter,Grenoble,Luge,Luge Mixed (Men)'s Doubles,Gold,dd
6476,Team East Germany-1,M,NA,NA,NA,East Germany-1,GDR,1976 Winter,1976,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Four,Gold,dd
39743,Team East Germany-1,M,NA,NA,NA,East Germany-1,GDR,1980 Winter,1980,Winter,Lake Placid,Bobsleigh,Bobsleigh Men's Four,Gold,dd
49870,Team East Germany-1,M,NA,NA,NA,East Germany-1,GDR,1984 Winter,1984,Winter,Sarajevo,Bobsleigh,Bobsleigh Men's Four,Gold,dd
94782,Jochen Pietzsch,M,24,176,73,East Germany-1,GDR,1988 Winter,1988,Winter,Calgary,Luge,Luge Mixed (Men)'s Doubles,Gold,dd
100935,Hans Rinn,M,22,188,89,East Germany-1,GDR,1976 Winter,1976,Winter,Innsbruck,Luge,Luge Mixed (Men)'s Doubles,Gold,dd
100935,Hans Rinn,M,26,188,89,East Germany-1,GDR,1980 Winter,1980,Winter,Lake Placid,Luge,Luge Mixed (Men)'s Doubles,Gold,dd
39782,Bernhard Germeshausen,M,24,185,92,East Germany-2,GDR,1976 Winter,1976,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Two,Gold,dd
49870,Wolfgang Hoppe,M,26,181,89,East Germany-2,GDR,1984 Winter,1984,Winter,Sarajevo,Bobsleigh,Bobsleigh Men's Two,Gold,dd
85110,Meinhard Nehmer,M,35,183,95,East Germany-2,GDR,1976 Winter,1976,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Two,Gold,dd
106632,Dietmar Schauerhammer,M,28,188,89,East Germany-2,GDR,1984 Winter,1984,Winter,Sarajevo,Bobsleigh,Bobsleigh Men's Two,Gold,dd
5466,Giorgi Asanidze,M,28,173,85,Georgia,GEO,2004 Summer,2004,Summer,"Athens,GR",Weightlifting,Weightlifting Men's Light-Heavyweight,Gold,ge
59302,Vladimer Khinchegashvili,M,25,170,57,Georgia,GEO,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,ge
65427,Manuchar K'virk'velia,M,29,170,74,Georgia,GEO,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold,ge
80136,Revaz Mindorashvili,M,32,175,84,Georgia,GEO,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold,ge
109358,Lasha Shavdatuashvili,M,20,170,75,Georgia,GEO,2012 Summer,2012,Summer,London,Judo,Judo Men's Half-Lightweight,Gold,ge
118074,Lasha Talakhadze,M,22,197,160,Georgia,GEO,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold,ge
122321,Irakli Tsirekidze,M,26,184,90,Georgia,GEO,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Middleweight,Gold,ge
135503,Zurab Zviadauri,M,23,182,90,Georgia,GEO,2004 Summer,2004,Summer,"Athens,GR",Judo,Judo Men's Middleweight,Gold,ge
130293,Aschenbrodel,M,44,NA,NA,Aschenbrodel,GER,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 1-2 Ton,Gold,de
58624,Heike Kemmer,F,46,172,63,Bonaparte,GER,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,de
44834,Max Otto Hainle,M,18,NA,NA,Deutscher Schwimm Verband Berlin,GER,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Team Swimming,Gold,de
49871,Ernst Heinrich Hoppenberg,M,21,NA,NA,Deutscher Schwimm Verband Berlin,GER,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Team Swimming,Gold,de
69275,Gustav Lexau,M,NA,NA,NA,Deutscher Schwimm Verband Berlin,GER,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Team Swimming,Gold,de
72132,Ernst Lhrsen,M,NA,NA,NA,Deutscher Schwimm Verband Berlin,GER,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Team Swimming,Gold,de
18029,Nadine Capellmann (-Biffar-),F,43,166,51,Elvis Va,GER,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,de
41943,"Germania Ruder Club, Hamburg-2",M,15,NA,NA,"Germania Ruder Club, Hamburg-2",GER,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Gold,de
850,Herbert Adamski,M,26,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Pairs,Gold,de
4685,Katrin Apel,F,24,172,62,Germany,GER,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Gold,de
4685,Katrin Apel,F,28,172,62,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Gold,de
4978,Dieter Arend,M,21,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Pairs,Gold,de
5117,Tobias Arlt,M,26,178,77,Germany,GER,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,Gold,de
37028,Carl-Friedrich Freiherr von Langen-Parow,M,40,NA,NA,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Dressage, Individual",Gold,de
7588,Helmut Bantz,M,35,NA,NA,Germany,GER,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Horse Vault,Gold,de
8285,Robert Bartko,M,24,186,80,Germany,GER,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold,de
8564,Walter Bathe,M,19,NA,NA,Germany,GER,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 200 metres Breaststroke,Gold,de
8564,Walter Bathe,M,19,NA,NA,Germany,GER,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Men's 400 metres Breaststroke,Gold,de
8713,Paul Friedrich Peter Bauer,M,35,NA,NA,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Art Competitions,Art Competitions Mixed Literature,Gold,de
8752,Dieter Baumann,M,27,178,62,Germany,GER,1992 Summer,1992,Summer,Barcelona,Track and Field,"Track and Field Men's 5,000 metres",Gold,de
9195,Boris Franz Becker,M,24,192,85,Germany,GER,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Men's Doubles,Gold,de
95886,"Heinrich ""Heinz"" Pollay",M,28,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Dressage, Individual",Gold,de
9399,Petra Behle-Schaaf,F,29,177,67,Germany,GER,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Gold,de
9424,Wolfgang Behrendt,M,20,NA,NA,Germany,GER,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Bantamweight,Gold,de
11342,Arno Bieberstein,M,21,NA,NA,Germany,GER,1908 Summer,1908,Summer,London,Swimming,Swimming Men's 100 metres Backstroke,Gold,de
11343,"Heidi Biebl (-Schmid, -Prelevi)",F,19,159,56,Germany,GER,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Women's Downhill,Gold,de
11757,Ole Bischof,M,28,180,81,Germany,GER,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Half-Middleweight,Gold,de
12382,Kay Bluhm,M,23,191,86,Germany,GER,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold,de
12382,Kay Bluhm,M,23,191,86,Germany,GER,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,de
12382,Kay Bluhm,M,27,191,86,Germany,GER,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold,de
37028,Carl-Friedrich Freiherr von Langen-Parow,M,40,NA,NA,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Dressage, Team",Gold,de
70334,Hermann Linkenbach,M,39,NA,NA,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Dressage, Team",Gold,de
127371,Eugen Johan Anton Freiherr von Lotzbeck,M,46,NA,NA,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Dressage, Team",Gold,de
13227,Yvonne Bnisch,F,23,168,61,Germany,GER,2004 Summer,2004,Summer,"Athens,GR",Judo,Judo Women's Lightweight,Gold,de
13563,Jacqueline Brner (-Schubert),F,26,166,64,Germany,GER,1992 Winter,1992,Winter,Albertville,Speed Skating,"Speed Skating Women's 1,500 metres",Gold,de
13589,Kathrin Boron (-Kppen),F,22,184,77,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Double Sculls,Gold,de
13589,Kathrin Boron (-Kppen),F,30,184,77,Germany,GER,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Double Sculls,Gold,de
14482,Walter Brack,M,23,NA,NA,Germany,GER,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's 100 Yard Backstroke,Gold,de
14929,Jakob Brendel,M,24,NA,NA,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold,de
14930,Sebastian Brendel,M,24,192,92,Germany,GER,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold,de
14930,Sebastian Brendel,M,28,192,92,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold,de
14930,Sebastian Brendel,M,28,192,92,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold,de
16389,Maik Bullmann,M,25,185,82,Germany,GER,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold,de
16529,Heinrich Burger,M,26,NA,NA,Germany,GER,1908 Summer,1908,Summer,London,Figure Skating,Figure Skating Mixed Pairs,Gold,de
18829,Gustav Casmir,M,31,NA,NA,Germany,GER,1906 Summer,1906,Summer,"Athens,GR",Fencing,"Fencing Men's Sabre, Individual, Three Hits",Gold,de
39739,Friedrich Wilhelm Gerhard,M,52,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Dressage, Team",Gold,de
95886,"Heinrich ""Heinz"" Pollay",M,28,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Dressage, Team",Gold,de
127388,Hermann Leopold August von Oppeln-Bronikowski,M,37,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Dressage, Team",Gold,de
23690,"Christel Franziska Antonia ""Christl"" Cranz (-Borchers)",F,21,NA,NA,Germany,GER,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Alpine Skiing,Alpine Skiing Women's Combined,Gold,de
26059,Charles Pierre Frdy de Coubertin,M,49,NA,NA,Germany,GER,1912 Summer,1912,Summer,Stockholm,Art Competitions,Art Competitions Mixed Literature,Gold,de
28473,Wilfried Dietrich,M,26,184,118,Germany,GER,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold,de
28483,Tina Dietze,F,24,172,68,Germany,GER,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold,de
28751,"Ursula ""Uschi"" Disl",F,27,163,57,Germany,GER,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Gold,de
28751,"Ursula ""Uschi"" Disl",F,31,163,57,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Gold,de
28781,Andreas Dittmer,M,24,183,83,Germany,GER,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold,de
28781,Andreas Dittmer,M,28,183,83,Germany,GER,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold,de
28781,Andreas Dittmer,M,32,183,83,Germany,GER,2004 Summer,2004,Summer,"Athens,GR",Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold,de
29095,Anna Aleksandre Dogonadze-Lilkendey,F,31,158,52,Germany,GER,2004 Summer,2004,Summer,"Athens,GR",Trampolining,Trampolining Women's Individual,Gold,de
29958,Heike Gabriela Drechsler (Daute-),F,27,181,68,Germany,GER,1992 Summer,1992,Summer,Barcelona,Track and Field,Track and Field Women's Long Jump,Gold,de
29958,Heike Gabriela Drechsler (Daute-),F,35,181,68,Germany,GER,2000 Summer,2000,Summer,Sydney,Track and Field,Track and Field Women's Long Jump,Gold,de
31600,Werner Joseph Egk (Mayer-),M,35,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra",Gold,de
31696,Willi Eichhorn,M,27,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxless Pairs,Gold,de
32557,Ortrun Enderlein (-Zphel),F,20,163,56,Germany,GER,1964 Winter,1964,Winter,Innsbruck,Luge,Luge Women's Singles,Gold,de
33116,Jrgen Eschert,M,23,176,73,Germany,GER,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Gold,de
33269,Roswitha Esser,F,23,167,67,Germany,GER,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold,de
35175,Jens Fiedler,M,22,185,94,Germany,GER,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's Sprint,Gold,de
35175,Jens Fiedler,M,26,185,94,Germany,GER,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Men's Sprint,Gold,de
46514,Kurt Hasse,M,29,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Jumping, Individual",Gold,de
35510,"Friedrich ""Fritz"" Fischer",M,35,181,77,Germany,GER,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,de
35539,Sven Fischer,M,22,186,82,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,de
35539,Sven Fischer,M,26,186,82,Germany,GER,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,de
35539,Sven Fischer,M,34,186,82,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold,de
35539,Sven Fischer,M,34,186,82,Germany,GER,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,de
35550,Birgit Fischer-Schmidt,F,30,172,69,Germany,GER,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold,de
35550,Birgit Fischer-Schmidt,F,38,172,69,Germany,GER,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold,de
35665,Oliver Fix,M,23,179,72,Germany,GER,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Gold,de
35691,Thomas Flach,M,40,186,95,Germany,GER,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Three Person Keelboat,Gold,de
35740,Alfred Flatow,M,26,NA,NA,Germany,GER,1896 Summer,1896,Summer,"Athens,GR",Gymnastics,Gymnastics Men's Parallel Bars,Gold,de
35765,"Othilie ""Tilly"" Fleischer (-Heuser, -Grote)",F,24,168,66,Germany,GER,1936 Summer,1936,Summer,Berlin,Track and Field,Track and Field Women's Javelin Throw,Gold,de
37087,Eric Frenzel,M,25,174,57,Germany,GER,2014 Winter,2014,Winter,Sochi,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",Gold,de
37123,Konrad Frey,M,27,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,Gold,de
37123,Konrad Frey,M,27,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,de
37211,"Anna Christine ""Anni"" Friesinger-Postma",F,25,169,64,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Women's 1,500 metres",Gold,de
37289,Jan Frodeno,M,26,194,75,Germany,GER,2008 Summer,2008,Summer,Beijing,Triathlon,Triathlon Men's Olympic Distance,Gold,de
39377,Natalie Geisenberger,F,26,183,76,Germany,GER,2014 Winter,2014,Winter,Sochi,Luge,Luge Women's Singles,Gold,de
39377,Natalie Geisenberger,F,26,183,76,Germany,GER,2014 Winter,2014,Winter,Sochi,Luge,Luge Mixed Team Relay,Gold,de
39730,"Mathilde ""Hilde"" Gerg (-Gral)",F,22,172,70,Germany,GER,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Slalom,Gold,de
40340,Christian Gille,M,28,184,92,Germany,GER,2004 Summer,2004,Summer,"Athens,GR",Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold,de
127043,Kristina Vogel,F,21,160,66,Germany,GER,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Sprint,Gold,de
