ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Iso
120002,Gordon Lindsay Thomson,M,24,NA,75,Leander Club #1-1,GBR,1908 Summer,1908,Summer,London,Rowing,Rowing Men's Coxless Pairs,Gold,gb
105336,Leander Club-1,M,31,NA,85,Leander Club-1,GBR,1908 Summer,1908,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold,gb
16541,Leander Club-1,M,20,NA,NA,Leander Club-1,GBR,1912 Summer,1912,Summer,Stockholm,Rowing,Rowing Men's Coxed Eights,Gold,gb
8105,London City Police-1,M,NA,NA,NA,London City Police-1,GBR,1908 Summer,1908,Summer,London,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold,gb
113029,Magdalen College Boat Club-1,M,20,NA,69,Magdalen College Boat Club-1,GBR,1908 Summer,1908,Summer,London,Rowing,Rowing Men's Coxless Fours,Gold,gb
22208,"Osborne Swimming Club, Manchester",M,NA,NA,NA,"Osborne Swimming Club, Manchester",GBR,1900 Summer,1900,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Gold,gb
79876,Roehampton-1,M,NA,NA,NA,Roehampton-1,GBR,1908 Summer,1908,Summer,London,Polo,Polo Men's Polo,Gold,gb
24399,Scotia,M,29,NA,NA,Scotia,GBR,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed Open,Gold,gb
13117,David John Were Bond,M,26,NA,NA,Swift,GBR,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed Two Person Keelboat,Gold,gb
82273,Stewart Harold Morris,M,39,NA,NA,Swift,GBR,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed Two Person Keelboat,Gold,gb
16085,Team Upton Park FC,M,NA,NA,NA,Upton Park FC,GBR,1900 Summer,1900,Summer,Paris,Football,Football Men's Football,Gold,gb
4400,Hannelore Anke (-Hofmann),F,18,160,52,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Breaststroke,Gold,dd
5496,Hans-Georg Aschenbach,M,24,175,69,East Germany,GDR,1976 Winter,1976,Winter,Innsbruck,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold,dd
6536,Jochen Bachfeld,M,23,172,54,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Welterweight,Gold,dd
6827,Angelika Bahmann,F,20,165,69,East Germany,GDR,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Gold,dd
9185,Volker Beck,M,24,191,82,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Track and Field,Track and Field Men's 400 metres Hurdles,Gold,dd
9419,Holger Behrendt,M,24,161,60,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,Gold,dd
9421,Jutta Behrendt (Hampe-),F,27,181,75,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Single Sculls,Gold,dd
11143,Udo Beyer,M,20,195,135,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Track and Field,Track and Field Men's Shot Put,Gold,dd
11756,Martina Bischof (Fischer-),F,22,174,65,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold,dd
13844,Heinz-Jrgen Bothe,M,26,195,91,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxless Pairs,Gold,dd
15077,Siegfried Brietzke,M,20,192,90,East Germany,GDR,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxless Pairs,Gold,dd
21550,Hannes Waldemar Cierpinski,M,25,170,59,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Track and Field,Track and Field Men's Marathon,Gold,dd
21550,Hannes Waldemar Cierpinski,M,29,170,59,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Track and Field,Track and Field Men's Marathon,Gold,dd
25459,Uwe Daler,M,21,193,87,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Freestyle,Gold,dd
28449,Ines Diers (-Noack),F,16,175,64,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 400 metres Freestyle,Gold,dd
29233,Lutz Dombrowski,M,21,187,87,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Track and Field,Track and Field Men's Long Jump,Gold,dd
29970,Joachim Dreifke,M,27,192,95,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Double Sculls,Gold,dd
31337,Brbel Eckert-Wckel,F,21,174,62,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Track and Field,Track and Field Women's 200 metres,Gold,dd
31337,Brbel Eckert-Wckel,F,25,174,62,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Track and Field,Track and Field Women's 200 metres,Gold,dd
31652,Anneliese Ehrhardt (Jahns-),F,22,166,58,East Germany,GDR,1972 Summer,1972,Summer,Munich,Track and Field,Track and Field Women's 100 metres Hurdles,Gold,dd
31659,Andrea Ehrig-Schne-Mitscherlich,F,23,165,58,East Germany,GDR,1984 Winter,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Women's 3,000 metres",Gold,dd
31676,Reinhard Eiben,M,20,170,69,East Germany,GDR,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Gold,dd
32552,"Kornelia Ender (-Matthes, -Grummt)",F,17,172,59,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Freestyle,Gold,dd
32552,"Kornelia Ender (-Matthes, -Grummt)",F,17,172,59,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Freestyle,Gold,dd
32552,"Kornelia Ender (-Matthes, -Grummt)",F,17,172,59,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Butterfly,Gold,dd
32700,"Karin Enke-Kania (-Busch-, -Richter)",F,18,180,72,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Speed Skating,Speed Skating Women's 500 metres,Gold,dd
32700,"Karin Enke-Kania (-Busch-, -Richter)",F,22,180,72,East Germany,GDR,1984 Winter,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Women's 1,000 metres",Gold,dd
32700,"Karin Enke-Kania (-Busch-, -Richter)",F,22,180,72,East Germany,GDR,1984 Winter,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Women's 1,500 metres",Gold,dd
35413,Rudi Fink,M,22,168,60,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Featherweight,Gold,dd
35550,Birgit Fischer-Schmidt,F,18,172,69,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold,dd
35550,Birgit Fischer-Schmidt,F,26,172,69,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold,dd
35691,Thomas Flach,M,32,186,95,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Three Person Keelboat,Gold,dd
37083,Peter Frenkel,M,33,182,75,East Germany,GDR,1972 Summer,1972,Summer,Munich,Track and Field,Track and Field Men's 20 kilometres Walk,Gold,dd
37194,Heike Friedrich,F,18,173,63,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Freestyle,Gold,dd
37423,"Ruth Fuchs (Gamm-, -Hellmann)",F,25,169,71,East Germany,GDR,1972 Summer,1972,Summer,Munich,Track and Field,Track and Field Women's Javelin Throw,Gold,dd
37423,"Ruth Fuchs (Gamm-, -Hellmann)",F,29,169,71,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Track and Field,Track and Field Women's Javelin Throw,Gold,dd
39066,Hartwig Gauder,M,25,186,70,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Track and Field,Track and Field Men's 50 kilometres Walk,Gold,dd
39383,Ines Geiler (-Kaulfuss),F,17,164,56,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Butterfly,Gold,dd
39449,Carsta Genu (-Khn),F,20,169,64,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold,dd
39898,Ute Geweniger (-Strauss),F,16,179,62,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Breaststroke,Gold,dd
40710,Bernhard Glass,M,22,188,104,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Luge,Luge Men's Singles,Gold,dd
40866,Maxi Gnauck,F,15,148,33,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Women's Uneven Bars,Gold,dd
43342,Klaus-Jrgen Grnke,M,25,172,73,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's 1,000 metres Time Trial",Gold,dd
43906,Wolfgang Gunkel,M,24,192,92,East Germany,GDR,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Pairs,Gold,dd
43936,Dettlef Gnther,M,21,181,90,East Germany,GDR,1976 Winter,1976,Winter,Innsbruck,Luge,Luge Men's Singles,Gold,dd
47453,Martina Helga Hellmann (Opitz-),F,27,178,85,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Track and Field,Track and Field Women's Discus Throw,Gold,dd
47479,Rdiger Helm,M,19,188,87,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,dd
47479,Rdiger Helm,M,23,188,87,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,dd
47480,Margitta Helmbold-Gummel,F,27,177,90,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Track and Field,Track and Field Women's Shot Put,Gold,dd
48250,Lutz Helich,M,21,185,90,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Cycling,Cycling Men's Sprint,Gold,dd
48250,Lutz Helich,M,29,185,90,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Men's Sprint,Gold,dd
48318,Olaf Heukrodt,M,26,190,82,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold,dd
49123,Andr Hoffmann,M,26,187,80,East Germany,GDR,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Men's 1,500 metres",Gold,dd
49135,Falk Hoffmann,M,27,173,65,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Diving,Diving Men's Platform,Gold,dd
49265,Christoph Hhne,M,27,171,62,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Track and Field,Track and Field Men's 50 kilometres Walk,Gold,dd
49962,Siegbert Horn,M,22,180,74,East Germany,GDR,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Gold,dd
49983,Silke Hrner (-Schuck),F,23,168,62,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Breaststroke,Gold,dd
51023,Daniela Hunger,F,16,175,63,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Individual Medley,Gold,dd
16822,Team East Germany,M,NA,NA,NA,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Quadruple Sculls,Gold,dd
1443,Team East Germany,F,NA,NA,NA,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Eights,Gold,dd
57874,Team East Germany,F,NA,NA,NA,East Germany,GDR,1972 Summer,1972,Summer,Munich,Track and Field,Track and Field Women's 4 x 400 metres Relay,Gold,dd
4005,Team East Germany,F,NA,NA,NA,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold,dd
48244,Team East Germany,F,NA,NA,NA,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Fours,Gold,dd
53352,Harald Jhrling,M,22,198,94,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Pairs,Gold,dd
53352,Harald Jhrling,M,26,198,94,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Pairs,Gold,dd
53376,Bernd Jkel,M,34,179,89,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Three Person Keelboat,Gold,dd
13405,Team East Germany,F,NA,NA,NA,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Quadruple Sculls,Gold,dd
36340,Team East Germany,F,NA,NA,NA,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Quadruple Sculls,Gold,dd
53861,Karin Janz (-Bttner),F,20,156,46,East Germany,GDR,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Horse Vault,Gold,dd
53861,Karin Janz (-Bttner),F,20,156,46,East Germany,GDR,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Uneven Bars,Gold,dd
53986,"Martina Jschke (-Scheidewig, -Flle)",F,20,162,54,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Diving,Diving Women's Platform,Gold,dd
11136,Team East Germany,M,NA,NA,NA,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,Gold,dd
14693,Team East Germany,M,NA,NA,NA,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Football,Football Men's Football,Gold,dd
115853,Team East Germany,F,NA,NA,NA,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Track and Field,Track and Field Women's 4 x 400 metres Relay,Gold,dd
130452,Team East Germany,F,NA,NA,NA,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Eights,Gold,dd
131044,Team East Germany,M,NA,NA,NA,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Quadruple Sculls,Gold,dd
110989,Team East Germany,F,NA,NA,NA,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold,dd
4400,Team East Germany,F,NA,NA,NA,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,dd
30944,Team East Germany,M,NA,NA,NA,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,dd
134246,Team East Germany,F,NA,NA,NA,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Gold,dd
99805,Team East Germany,F,NA,NA,NA,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,dd
129668,Team East Germany,F,NA,NA,NA,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Fours,Gold,dd
129323,Team East Germany,F,NA,NA,NA,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,dd
12600,Team East Germany,F,NA,NA,NA,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Track and Field,Track and Field Women's 4 x 100 metres Relay,Gold,dd
135178,Team East Germany,F,NA,NA,NA,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Quadruple Sculls,Gold,dd
61013,Norbert Klaar,M,21,184,83,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Gold,dd
107583,Team East Germany,M,NA,NA,NA,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxless Fours,Gold,dd
61228,Cornelia Klier (Bgel-),F,23,175,66,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxless Pairs,Gold,dd
36200,Team East Germany,M,NA,NA,NA,East Germany,GDR,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxless Fours,Gold,dd
88066,Team East Germany,F,NA,NA,NA,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Track and Field,Track and Field Women's 4 x 100 metres Relay,Gold,dd
61776,Marita Koch (-Meier),F,23,171,62,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Track and Field,Track and Field Women's 400 metres,Gold,dd
108556,Team East Germany,M,NA,NA,NA,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxless Fours,Gold,dd
28449,Team East Germany,F,NA,NA,NA,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,dd
63087,Klaus Kste,M,29,164,61,East Germany,GDR,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horse Vault,Gold,dd
15077,Team East Germany,M,NA,NA,NA,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxless Fours,Gold,dd
63840,Barbara Krause (-Wanja),F,21,180,68,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Freestyle,Gold,dd
63840,Barbara Krause (-Wanja),F,21,180,68,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Freestyle,Gold,dd
8784,Team East Germany,M,NA,NA,NA,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Eights,Gold,dd
64278,Klaus Krppelien,M,22,189,90,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Double Sculls,Gold,dd
37194,Team East Germany,F,NA,NA,NA,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,dd
72102,Team East Germany,M,NA,NA,NA,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Eights,Gold,dd
65015,Joachim Kunz,M,29,166,69,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Lightweight,Gold,dd
15677,Team East Germany,M,NA,NA,NA,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxless Fours,Gold,dd
66355,Bernd Landvoigt,M,25,188,88,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxless Pairs,Gold,dd
66355,Bernd Landvoigt,M,29,188,88,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxless Pairs,Gold,dd
66357,Jrg Landvoigt,M,25,190,85,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxless Pairs,Gold,dd
66357,Jrg Landvoigt,M,29,190,85,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxless Pairs,Gold,dd
66438,Thomas Lange,M,24,189,89,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Single Sculls,Gold,dd
3525,Team East Germany,M,NA,NA,NA,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold,dd
128331,Team East Germany,F,NA,NA,NA,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,Gold,dd
28458,Team East Germany,M,NA,NA,NA,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Fours,Gold,dd
31700,Team East Germany,M,NA,NA,NA,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Fours,Gold,dd
71522,Dietmar Lorenz,M,30,180,93,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Open Class,Gold,dd
72058,Jrg Lucke,M,26,193,91,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxless Pairs,Gold,dd
72058,Jrg Lucke,M,30,193,91,East Germany,GDR,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Pairs,Gold,dd
72109,Olaf Ludwig,M,28,182,82,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Road Race, Individual",Gold,dd
73395,Wolfgang Mager,M,20,190,87,East Germany,GDR,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxless Pairs,Gold,dd
76118,Henry Maske,M,24,182,77,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Middleweight,Gold,dd
76653,Joachim Mattern,M,28,178,72,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold,dd
76659,Roland Matthes,M,17,189,74,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Backstroke,Gold,dd
76659,Roland Matthes,M,17,189,74,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Backstroke,Gold,dd
76659,Roland Matthes,M,21,189,74,East Germany,GDR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 100 metres Backstroke,Gold,dd
76659,Roland Matthes,M,21,189,74,East Germany,GDR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 200 metres Backstroke,Gold,dd
78244,Petra Meier-Felke,F,29,172,64,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Track and Field,Track and Field Women's Javelin Throw,Gold,dd
79121,Caren Metschuck (-Mahn),F,16,184,76,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Butterfly,Gold,dd
79132,Lothar Metz,M,29,184,90,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold,dd
79176,Uwe-Jens Mey,M,24,180,78,East Germany,GDR,1988 Winter,1988,Winter,Calgary,Speed Skating,Speed Skating Men's 500 metres,Gold,dd
83038,Anna-Maria Mller (-Murach),F,22,168,70,East Germany,GDR,1972 Winter,1972,Winter,Sapporo,Luge,Luge Women's Singles,Gold,dd
83091,Jens Mller,M,22,175,75,East Germany,GDR,1988 Winter,1988,Winter,Calgary,Luge,Luge Men's Singles,Gold,dd
83305,Thomas Munkelt,M,27,185,80,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Track and Field,Track and Field Men's 110 metres Hurdles,Gold,dd
85435,Klaus-Dieter Neubert,M,22,169,52,East Germany,GDR,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Pairs,Gold,dd
86857,Kathleen Nord (-Schwartz),F,22,176,65,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Butterfly,Gold,dd
86915,Wolfgang Nordwig,M,28,184,73,East Germany,GDR,1972 Summer,1972,Summer,Munich,Track and Field,Track and Field Men's Pole Vault,Gold,dd
87063,Anke Nothnagel-von Seck,F,22,174,70,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold,dd
88612,Bernd Olbricht,M,19,189,85,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold,dd
90020,Kristin Otto,F,22,185,70,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 50 metres Freestyle,Gold,dd
90020,Kristin Otto,F,22,185,70,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Freestyle,Gold,dd
90020,Kristin Otto,F,22,185,70,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Backstroke,Gold,dd
90020,Kristin Otto,F,22,185,70,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Butterfly,Gold,dd
93780,Birgit Peter (-Hndle),F,24,185,78,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Double Sculls,Gold,dd
94285,Barbara Petzold (-Beyer),F,24,157,48,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Gold,dd
95872,Andrea Pollack (-Pinske),F,15,166,61,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Butterfly,Gold,dd
96481,Uwe Potteck,M,21,177,78,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Free Pistol, 50 metres",Gold,dd
96523,"Anett Ptzsch (-Witt, -Rauschenbach)",F,19,162,55,East Germany,GDR,1980 Winter,1980,Winter,Lake Placid,Figure Skating,Figure Skating Women's Singles,Gold,dd
99805,"Rica Reinisch (-Assmann, -Neumann)",F,15,178,66,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Backstroke,Gold,dd
99805,"Rica Reinisch (-Assmann, -Neumann)",F,15,178,66,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Backstroke,Gold,dd
100622,Ulrike Richter (-Schmidt),F,17,173,66,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Backstroke,Gold,dd
100622,Ulrike Richter (-Schmidt),F,17,173,66,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Backstroke,Gold,dd
101911,Frank-Peter Roetsch,M,23,175,70,East Germany,GDR,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold,dd
101911,Frank-Peter Roetsch,M,23,175,70,East Germany,GDR,1988 Winter,1988,Winter,Calgary,Biathlon,Biathlon Men's 20 kilometres,Gold,dd
102862,Christa Rothenburger-Luding,F,24,164,60,East Germany,GDR,1984 Winter,1984,Winter,Sarajevo,Speed Skating,Speed Skating Women's 500 metres,Gold,dd
102862,Christa Rothenburger-Luding,F,28,164,60,East Germany,GDR,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Women's 1,000 metres",Gold,dd
106582,Johanna Schaller-Klier,F,23,176,70,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Track and Field,Track and Field Women's 100 metres Hurdles,Gold,dd
106676,Christine Scheiblich (-Hahn),F,21,172,68,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Single Sculls,Gold,dd
106678,Wolfgang Scheidel,M,28,183,90,East Germany,GDR,1972 Winter,1972,Winter,Sapporo,Luge,Luge Men's Singles,Gold,dd
106726,Christian Schenk,M,23,200,93,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Track and Field,Track and Field Men's Decathlon,Gold,dd
106929,Evelin Schlaak-Jahl (-Herberg),F,20,183,90,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Track and Field,Track and Field Women's Discus Throw,Gold,dd
106929,Evelin Schlaak-Jahl (-Herberg),F,24,183,90,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Track and Field,Track and Field Women's Discus Throw,Gold,dd
107287,Petra Schneider (-Kind),F,17,172,60,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 400 metres Individual Medley,Gold,dd
107372,"Ilona Schoknecht-Slupianek (-Briesenick, -Longo)",F,23,180,93,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Track and Field,Track and Field Women's Shot Put,Gold,dd
107564,Martina Schrter,F,27,181,71,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Double Sculls,Gold,dd
